leixing,nianfen,licheng,didian,shoujia,yuanjia,brand
雪佛兰 迈锐宝 2013款 2.0L 自动豪华版,2013年,3.8万公里,大连,6.68万,19.74万,雪佛兰
荣威350 2015款 1.5L 自动豪华天窗版,2017年,1.4万公里,大连,5.77万,9.52万,荣威
大众 捷达 2017款 1.4L 手动时尚型,2018年,1.4万公里,大连,5.32万,8.67万,大众
雪佛兰 科鲁兹 2011款 1.6L SE AT,2011年,5.3万公里,大连,3.58万,14.64万,雪佛兰
大众 途观L 2017款 330TSI 自动两驱豪华版,2018年,1.9万公里,大连,19.87万,28.20万,大众
日产 天籁 2016款 改款 2.0L XL舒适版,2017年,1.5万公里,大连,12.20万,20.28万,日产
大众 高尔夫 2012款 1.4TSI 自动舒适型,2013年,5.9万公里,大连,7.50万,15.72万,大众
别克GL8 2014款 2.4L 经典版,2016年,7.9万公里,大连,11.90万,22.69万,别克
斯巴鲁 森林人 2009款 2.5XS 自动豪华版,2010年,14.4万公里,大连,7.50万,29.29万,斯巴鲁
日产 逍客 2015款 2.0XL 酷火 CVT 2WD,2015年,1.5万公里,大连,9.35万,18.11万,日产
现代 朗动 2015款 1.6L 自动领先型,2015年,7.0万公里,大连,6.98万,13.87万,现代
大众 途观 2012款 1.8TSI 自动四驱菁英版,2012年,13.2万公里,大连,9.41万,29.50万,大众
雪佛兰 科鲁兹 2012款 1.8L SE AT,2014年,2.9万公里,大连,6.10万,14.86万,雪佛兰
哈弗H6 2012款 2.4L 自动两驱精英型,2013年,8.2万公里,大连,4.17万,13.55万,哈弗
铃木 启悦 2015款 1.6L 手动乐享型,2016年,1.7万公里,大连,5.68万,9.87万,铃木
奥迪A6L 2014款 TFSI 标准型,2014年,13.6万公里,大连,19.67万,44.48万,奥迪
大众 宝来 2013款 1.6L 自动舒适型,2013年,10.4万公里,大连,5.43万,13.93万,大众
大众POLO 2011款 1.6L 自动致尚版,2011年,8.2万公里,大连,4.60万,12.15万,大众
吉利 帝豪 2014款 三厢 1.5L CVT精英型,2015年,5.5万公里,大连,4.60万,9.53万,吉利
现代ix35 2010款 2.0L 自动四驱尊贵版GLS,2010年,15.8万公里,大连,6.00万,23.42万,现代
奥迪Q7 2012款 3.0 TFSI 技术型(200kW)(进口),2012年,10.7万公里,大连,25.80万,95.63万,奥迪
大众 迈腾 2013款 1.8TSI 领先型,2014年,6.5万公里,大连,10.86万,23.86万,大众
丰田 雷凌 2014款 1.6G CVT精英版,2014年,5.4万公里,大连,8.30万,13.55万,丰田
哈弗H2 2016款 红标 1.5T 手动两驱豪华型,2015年,2.8万公里,大连,5.04万,11.92万,哈弗
英菲尼迪EX系列 2010款 EX25 尊雅版(进口),2010年,8.1万公里,大连,15.35万,57.54万,英菲尼迪
别克 英朗 2013款 GT 1.6L 自动时尚版,2015年,3.2万公里,大连,6.19万,16.58万,别克
日产 轩逸 2012款 经典 1.6XE 手动舒适版,2015年,5.5万公里,大连,5.10万,10.83万,日产
长安CS15 2016款 1.5L 手动时尚版,2017年,1.5万公里,大连,3.65万,6.50万,长安
大众 帕萨特 2013款 1.8TSI DSG御尊版,2013年,6.1万公里,大连,11.00万,26.03万,大众
丰田 RAV4 2011款 2.0L 自动豪华版,2013年,14.7万公里,大连,8.67万,24.94万,丰田
大众 宝来 2014款 1.6L 自动舒适型,2015年,5.6万公里,大连,7.48万,13.93万,大众
福特 福睿斯 2015款 1.5L 手动时尚型,2016年,7.1万公里,大连,4.58万,11.70万,福特
奔驰GLK级 2015款 GLK 260 4MATIC 动感型 极致版,2015年,5.5万公里,大连,23.48万,43.20万,奔驰
福特 福克斯 2011款 两厢 1.8L 自动时尚型,2011年,11.6万公里,大连,3.26万,13.87万,福特
起亚KX5 2016款 1.6T 自动两驱DLX,2016年,4.6万公里,大连,11.80万,19.19万,起亚
福特 福克斯 2018款 两厢经典 1.6L 自动风尚型智行版,2018年,0.8万公里,大连,8.78万,13.33万,福特
奥迪A4L 2016款 35 TFSI 典藏版 自动标准型,2016年,3.2万公里,大连,19.35万,33.95万,奥迪
现代ix25 2015款 2.0L 自动两驱智能型GLS,2014年,6.3万公里,大连,8.00万,18.11万,现代
奔驰R级 2010款 R 300 L 商务型(进口),2011年,10.1万公里,大连,19.50万,64.91万,奔驰
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,2014年,6.5万公里,大连,9.80万,20.60万,福特
雪佛兰 科鲁兹 2013款 1.6L SE AT,2014年,6.2万公里,大连,5.00万,14.64万,雪佛兰
别克 英朗 2011款 GT 1.8L 自动时尚版真皮款,2011年,7.9万公里,大连,5.00万,17.94万,别克
沃尔沃C30 2010款 改款 2.0智雅版(进口),2010年,7.8万公里,大连,7.63万,35.60万,沃尔沃
马自达3星骋 2013款 三厢 1.6L 自动精英型,2013年,4.5万公里,大连,5.49万,14.09万,马自达
大众 宝来 2012款 1.6L 手动时尚型,2012年,4.3万公里,大连,3.55万,11.70万,大众
别克 凯越 2015款 1.5L 自动经典型,2017年,3.4万公里,大连,5.30万,9.98万,别克
马自达 昂克赛拉 2016款 三厢 1.5L 手动舒适型,2016年,3.9万公里,大连,7.09万,12.47万,马自达
标致301 2014款 1.6L 自动豪华版,2015年,4.8万公里,大连,4.60万,11.47万,标致
沃尔沃XC60 2016款 T5 AWD 智驭版,2016年,2.1万公里,大连,21.00万,51.01万,沃尔沃
大众POLO 2013款 1.6L 自动舒适版,2013年,6.8万公里,大连,4.80万,12.15万,大众
吉利 远景 2016款 1.5L 手动幸福版,2016年,3.6万公里,大连,3.47万,6.39万,吉利
吉利 帝豪 2015款 三厢 1.5L 手动向上版,2016年,3.7万公里,大连,3.70万,8.66万,吉利
大众CC 2010款 2.0TSI 至尊型,2010年,7.3万公里,大连,10.90万,32.54万,大众
宝骏730 2016款 1.5L 手动舒适型 7座,2016年,2.1万公里,大连,4.73万,7.58万,宝骏
大众 朗逸 2015款 1.6L 自动风尚版,2015年,4.6万公里,大连,6.90万,13.23万,大众
起亚K2 2015款 三厢 1.4L MT GLS,2016年,3.3万公里,大连,5.00万,8.46万,起亚
大众 途观 2012款 1.8TSI 自动四驱菁英版,2012年,10.7万公里,大连,9.20万,29.50万,大众
大众POLO 2013款 1.6L 自动舒适版,2013年,4.8万公里,大连,5.30万,12.15万,大众
荣威350 2015款 1.5L 手动豪华天窗版,2016年,7.0万公里,大连,3.46万,8.54万,荣威
大众 朗行 2013款 1.4TSI 自动舒适型,2014年,5.8万公里,大连,7.91万,16.38万,大众
大众 帕萨特 2014款 1.8TSI DSG尊荣版,2015年,9.6万公里,大连,12.80万,23.75万,大众
雪佛兰 科鲁兹 2013款 1.6L SL天地版 AT,2013年,9.6万公里,大连,5.10万,13.88万,雪佛兰
大众 捷达 2015款 质惠版 1.4L 手动时尚型,2016年,6.8万公里,大连,4.05万,8.67万,大众
大众 朗逸 2013款 改款 1.4TSI DSG舒适版,2014年,8.3万公里,大连,7.30万,16.05万,大众
Jeep 自由光 2016款 2.4L 领先版,2016年,5.0万公里,大连,13.08万,24.94万,Jeep
奔腾X80 2015款 2.0L 自动舒适型,2016年,3.9万公里,大连,6.50万,14.52万,奔腾
大众 宝来 2011款 1.6L 手动时尚型,2010年,12.0万公里,大连,3.42万,11.70万,大众
本田 飞度 2016款 1.5L LX 手动舒适型,2017年,2.9万公里,大连,6.98万,8.01万,本田
日产 逍客 2016款 2.0L CVT精英版,2016年,2.1万公里,大连,10.90万,16.59万,日产
沃尔沃S60L 2014款 2.0T 智远版,2014年,5.0万公里,大连,12.50万,33.64万,沃尔沃
大众 高尔夫 2017款 230TSI 自动豪华百万辆纪念版,2017年,1.6万公里,大连,12.58万,18.01万,大众
长安 逸动 2015款 1.6L 自动豪华型,2016年,3.8万公里,大连,5.90万,9.65万,长安
丰田 汉兰达 2009款 2.7L 两驱7座豪华版,2010年,10.0万公里,大连,12.60万,32.43万,丰田
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,2017年,6.5万公里,大连,7.65万,13.56万,大众
奔驰CLS级 2009款 CLS 300(进口),2010年,15.9万公里,大连,14.80万,86.62万,奔驰
Jeep 指南者 2014款 改款 2.4L 四驱豪华导航版(进口),2014年,2.2万公里,大连,9.50万,30.49万,Jeep
哈弗H6 2017款 换代 红标 2.0T 自动两驱领尚型,2017年,3.1万公里,大连,8.77万,15.93万,哈弗
奔驰 唯雅诺 2015款 3.0L 合伙人版,2015年,3.7万公里,大连,23.94万,62.85万,奔驰
大众 速腾 2015款 230TSI 自动舒适型,2016年,4.4万公里,大连,9.69万,17.45万,大众
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,2015年,9.6万公里,大连,26.38万,32.00万,丰田
福特 福克斯 2012款 三厢 1.6L 自动风尚型,2013年,7.7万公里,大连,4.89万,15.62万,福特
现代 名图 2017款 1.8L 自动智能型GLS,2018年,1.5万公里,大连,10.11万,16.26万,现代
哈弗H1 2016款 改款 蓝标 1.5L AMT豪华型,2016年,5.3万公里,大连,4.50万,8.35万,哈弗
福特 福克斯 2012款 两厢 2.0L 自动豪华运动型,2014年,5.5万公里,大连,6.58万,17.68万,福特
日产 轩逸 2016款 1.6XL CVT豪华版,2016年,4.5万公里,大连,8.88万,14.65万,日产
荣威360 2015款 1.5L 自动豪华版,2016年,2.2万公里,大连,4.98万,9.76万,荣威
凯迪拉克XT5 2018款 28T 四驱豪华型,2018年,1.5万公里,大连,29.61万,45.58万,凯迪拉克
哈弗H6 2013款 运动版 1.5T 手动两驱精英型,2014年,9.9万公里,大连,5.80万,13.44万,哈弗
标致2008 2014款 1.6L 自动潮流版,2015年,2.7万公里,大连,5.20万,11.91万,标致
凯迪拉克XTS 2016款 28T 技术型,2016年,8.0万公里,大连,18.30万,37.98万,凯迪拉克
日产 天籁 2013款 2.0L XL舒适版,2014年,5.2万公里,大连,10.32万,20.17万,日产
别克 君威 2014款 1.6T 时尚技术型,2013年,8.1万公里,大连,7.68万,21.70万,别克
奔驰GLK级 2010款 GLK 300 4MATIC 时尚型(进口),2010年,4.8万公里,大连,16.60万,57.31万,奔驰
马自达6 2011款 2.0L 自动时尚型,2011年,8.8万公里,大连,5.43万,19.52万,马自达
哈弗H6 2011款 绿静2.0T 手动两驱精英型,2013年,7.5万公里,大连,4.68万,14.31万,哈弗
大众 途安 2008款 2.0L 智享版手动5座,2011年,10.7万公里,大连,3.98万,16.26万,大众
传祺GS4 2015款 200T G-DCT豪华版,2015年,6.9万公里,大连,6.42万,14.85万,传祺
Jeep 自由光 2016款 2.4L 领先版,2017年,4.7万公里,大连,12.91万,24.94万,Jeep
雪铁龙C3-XR 2015款 1.6L 自动智能型,2016年,4.4万公里,大连,6.01万,14.96万,雪铁龙
大众POLO 2014款 1.6L 自动舒适版,2014年,8.9万公里,大连,6.18万,11.28万,大众
起亚 智跑 2012款 2.0L 自动两驱版NAVI,2012年,12.9万公里,大连,7.38万,22.77万,起亚
起亚KX3 2015款 1.6L 自动两驱DLX,2016年,5.2万公里,大连,8.90万,15.28万,起亚
现代ix35 2010款 2.0L 自动四驱尊贵版GLS,2010年,10.9万公里,大连,5.38万,23.42万,现代
上汽大通 大通G10 2016款 2.0T 自动精英版,2017年,400公里,大连,10.50万,17.78万,上汽大通
哈弗H6 2015款 改款 运动版 1.5T 手动两驱精英型,2016年,1.2万公里,大连,6.44万,13.44万,哈弗
铃木 天语 SX4 2012款 1.6L 自动锐骑型,2012年,14.2万公里,大连,4.18万,10.83万,铃木
日产 轩逸 2016款 1.6XL  CVT尊享版,2017年,5.9万公里,大连,9.50万,14.96万,日产
奥迪A3 2014款 Limousine 35 TFSI 自动舒适型,2015年,5.9万公里,大连,14.20万,27.66万,奥迪
别克 英朗 2015款 15N 手动精英型,2015年,6.0万公里,大连,5.50万,12.69万,别克
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,2013年,15.5万公里,大连,7.00万,21.36万,现代
起亚K2 2015款 三厢 1.4L MT GLS,2016年,6.1万公里,大连,4.11万,8.46万,起亚
大众POLO 2013款 1.4L 手动风尚版,2014年,3.7万公里,大连,3.54万,9.32万,大众
丰田 雷凌 2016款 1.6G 手动精英版,2016年,3.5万公里,大连,7.20万,12.46万,丰田
长城M4 2015款 1.5L AMT豪华型,2015年,2.9万公里,大连,3.97万,8.02万,长城
大众 帕萨特 2015款 2.0TSI DSG御尊版,2016年,14.9万公里,大连,12.50万,27.66万,大众
起亚K2 2017款 三厢 1.4L AT GLS,2017年,3.8万公里,大连,6.00万,9.65万,起亚
别克 凯越 2013款 1.5L 自动经典型,2013年,6.3万公里,大连,4.07万,11.06万,别克
别克 君越 2013款 2.4L SIDI领先舒适型,2014年,4.2万公里,大连,9.62万,25.61万,别克
宝马1系 2016款 118i 领先型(进口),2017年,3.7万公里,大连,16.28万,27.79万,宝马
本田 奥德赛 2015款 2.4L 智享版,2016年,8.9万公里,大连,20.00万,28.96万,本田
本田 思域 2012款 1.8L 自动舒适版,2013年,9.0万公里,大连,7.30万,15.17万,本田
凯迪拉克XT5 2018款 28T 四驱豪华型,2019年,1.8万公里,大连,30.98万,45.58万,凯迪拉克
标致3008 2013款 2.0L 自动潮流版,2014年,4.1万公里,大连,6.90万,20.27万,标致
马自达3 2007款 1.6L 自动标准型,2010年,14.4万公里,大连,3.96万,13.89万,马自达
现代 朗动 2012款 1.6L 手动领先型,2013年,8.6万公里,大连,4.50万,12.57万,现代
中华V5 2012款 1.6L 手动豪华型,2012年,7.7万公里,大连,3.45万,13.00万,中华
奔驰GLA级 2015款 GLA 220 4MATIC 时尚型,2016年,1.8万公里,大连,21.80万,34.71万,奔驰
日产 轩逸 2016款 经典 1.6XE 自动领先版,2017年,3.1万公里,大连,7.38万,12.19万,日产
哈弗H2 2016款 红标 1.5T 自动两驱豪华型,2016年,5.0万公里,大连,6.90万,13.33万,哈弗
雪佛兰 2015款 赛欧3 1.5L 手动理想天窗版,2015年,3.9万公里,大连,3.20万,7.37万,雪佛兰
奔驰GLK级 2015款 GLK 260 4MATIC 动感型 极致版,2014年,3.3万公里,大连,23.90万,43.20万,奔驰
现代 索纳塔八 2011款 2.0L 自动豪华版,2012年,8.8万公里,大连,6.58万,20.61万,现代
现代 瑞纳 2010款 三厢 1.4L 手动舒适型GS,2013年,8.2万公里,大连,3.41万,8.56万,现代
宝马7系 2013款 730Li 豪华型(进口),2013年,17.6万公里,大连,27.50万,111.10万,宝马
雪佛兰 迈锐宝XL 2017款 1.5T 自动锐驰版,2017年,1.2万公里,大连,11.24万,21.16万,雪佛兰
起亚K4 2014款 1.6T 自动Turbo,2016年,5.2万公里,大连,9.40万,17.35万,起亚
奇瑞 瑞虎3 2014款 魔力版 1.6L CVT智尚版,2015年,4.2万公里,大连,4.60万,9.87万,奇瑞
长安 逸动 2014款 1.6L 手动豪华型,2014年,4.8万公里,大连,4.20万,8.67万,长安
奔驰GLC级 2017款 GLC 260 4MATIC 豪华型,2017年,1.5万公里,大连,33.41万,48.30万,奔驰
MG3 2017款 1.5L 自动智联精英版,2017年,2.1万公里,大连,4.59万,8.01万,MG3
雪佛兰 科鲁兹 2015款 1.5L 经典 SE MT,2016年,2.1万公里,大连,5.13万,10.84万,雪佛兰
起亚K2 2015款 三厢 1.4L MT GLS,2016年,5.9万公里,大连,3.99万,8.46万,起亚
大众 宝来 2013款 1.6L 自动豪华型,2014年,1.3万公里,大连,6.80万,14.79万,大众
马自达 昂克赛拉 2016款 两厢 2.0L 自动运动型,2016年,4.7万公里,大连,9.20万,16.60万,马自达
大众 捷达 2013款 1.4L 手动时尚型,2014年,7.3万公里,大连,4.80万,8.99万,大众
别克 昂科拉 2015款 1.4T 自动两驱都市精英型,2016年,3.0万公里,大连,7.56万,16.27万,别克
奥迪A4L 2018款 30周年年型 40 TFSI 进取型,2018年,0.9万公里,大连,23.43万,33.32万,奥迪
别克 凯越 2013款 1.5L 手动经典型,2014年,6.2万公里,大连,4.08万,10.52万,别克
长安CS75 2014款 2.0L 手动豪华型 国IV,2015年,2.7万公里,大连,5.89万,12.79万,长安
日产 楼兰 2017款 2.5L XL 两驱智尚版,2017年,1.1万公里,大连,20.08万,29.18万,日产
哈弗H1 2016款 改款 蓝标 1.5L AMT豪华型,2016年,3.4万公里,大连,4.80万,8.35万,哈弗
标致408 2011款 1.6L 自动舒适版,2012年,9.3万公里,大连,4.20万,14.53万,标致
宝马7系 2009款 740Li领先型(进口),2011年,17.6万公里,大连,28.00万,128.95万,宝马
福特 蒙迪欧 2017款 EcoBoost 180 时尚型,2017年,3.9万公里,大连,13.00万,20.93万,福特
三菱 劲炫ASX 2013款 2.0L 手动两驱舒适版,2013年,5.6万公里,大连,5.38万,14.09万,三菱
日产 阳光 2011款 1.5XE CVT舒适版,2012年,10.3万公里,大连,3.50万,10.07万,日产
大众 迈腾 2018款 330TSI DSG 领先型,2018年,1.1万公里,大连,18.20万,23.87万,大众
奥迪A4L 2011款 2.0 TFSI 舒适型,2011年,8.6万公里,大连,11.00万,35.81万,奥迪
本田XR-V 2015款 1.8L VTi CVT豪华版,2016年,4.5万公里,大连,12.30万,17.67万,本田
本田UR-V 2017款 370TURBO 四驱尊享版,2018年,1.2万公里,大连,25.00万,31.78万,本田
本田 思域 2016款 220TURBO CVT豪华版,2019年,0.6万公里,大连,13.30万,15.19万,本田
雪佛兰 科鲁兹 2015款 1.5L 经典 SE AT,2016年,4.5万公里,大连,5.80万,11.93万,雪佛兰
五菱宏光 2014款 1.5L S舒适型,2015年,3.4万公里,大连,3.38万,7.14万,五菱宏光
日产 轩逸 2016款 1.6XL  CVT尊享版,2017年,1.7万公里,大连,8.80万,14.96万,日产
大众 迈腾 2011款 1.8TSI DSG豪华型,2011年,9.6万公里,大连,8.06万,25.70万,大众
东南DX7 2015款 1.5T 自动豪华型,2017年,0.7万公里,大连,8.50万,14.10万,东南
大众 宝来 2013款 1.6L 自动舒适型,2013年,5.2万公里,大连,6.80万,13.93万,大众
福特 福克斯 2017款 三厢 1.6L 自动舒适型智行版,2017年,1.5万公里,大连,8.00万,13.76万,福特
雪佛兰 科沃兹 2016款 1.5L 手动欣享版,2017年,3.6万公里,大连,5.00万,8.67万,雪佛兰
马自达 昂克赛拉 2016款 三厢 1.5L 手动舒适型,2016年,5.7万公里,大连,7.00万,12.47万,马自达
大众 帕萨特 2016款 330TSI DSG御尊版,2016年,3.3万公里,大连,14.49万,26.47万,大众
丰田 卡罗拉 2017款 1.6L CVT GL,2017年,5.6万公里,大连,9.00万,12.79万,丰田
大众 甲壳虫 2010款 2.0 BlackOrange舒适版(进口),2011年,9.1万公里,大连,7.50万,24.67万,大众
现代 朗动 2015款 1.6L 自动领先型,2014年,4.8万公里,大连,6.80万,13.87万,现代
海马骑士 2013款 2.0L 自动智能领航型,2012年,2.5万公里,大连,3.91万,16.59万,海马骑士
福特 福睿斯 2015款 1.5L 手动舒适型,2015年,3.6万公里,大连,4.38万,10.51万,福特
福特 福克斯 2012款 两厢 2.0L 自动豪华运动型,2013年,6.7万公里,大连,6.26万,17.68万,福特
奔驰GLA级 2018款 GLA 200 动感型,2018年,0.5万公里,大连,21.54万,29.29万,奔驰
猎豹CS10 2015款 2.0T 手动卓越型,2015年,4.7万公里,大连,4.60万,12.68万,猎豹
Jeep 自由客 2014款 2.4L 运动版(进口),2015年,12.8万公里,大连,9.60万,26.69万,Jeep
奔驰E级 2015款 改款 E 200 L,2015年,4.2万公里,大连,28.80万,46.57万,奔驰
Jeep 自由光 2016款 2.4L 专业版,2017年,4.9万公里,大连,16.80万,27.12万,Jeep
别克 英朗 2013款 XT 1.6T 自动时尚运动版,2012年,6.8万公里,大连,6.00万,18.62万,别克
奔驰GLK级 2013款 改款 GLK 300 4MATIC 时尚型,2014年,7.9万公里,大连,21.75万,52.65万,奔驰
福特 福克斯 2011款 三厢 1.8L 手动舒适型,2012年,9.7万公里,大连,3.30万,12.46万,福特
哈弗H6 2011款 2.0L 手动两驱精英型,2012年,7.8万公里,大连,4.13万,11.48万,哈弗
奔驰B级 2012款 B 180(进口),2013年,6.0万公里,大连,11.34万,30.18万,奔驰
丰田 卡罗拉 2013款 特装版 1.6L 自动炫酷型GL,2013年,7.6万公里,大连,6.80万,14.85万,丰田
斯柯达 明锐 2015款 1.4TSI DSG逸俊版,2015年,4.1万公里,大连,8.86万,18.12万,斯柯达
现代 朗动 2016款 1.6L 手动尊贵型,2017年,4.7万公里,大连,6.58万,12.57万,现代
斯柯达 晶锐 2011款 1.6L 自动酷黑版,2011年,10.1万公里,大连,3.12万,11.79万,斯柯达
丰田 卡罗拉 2011款 纪念版 1.6L 自动GL,2012年,6.4万公里,大连,6.24万,15.28万,丰田
现代 名图 2014款 1.8L 自动尊贵型DLX,2014年,9.2万公里,大连,8.80万,17.35万,现代
奇瑞 艾瑞泽7 2013款 1.6L CVT致享版,2014年,2.5万公里,大连,4.20万,12.36万,奇瑞
大众 朗逸 2013款 1.4TSI DSG舒适版,2012年,6.9万公里,大连,6.00万,16.05万,大众
大众 朗行 2015款 1.6L 自动舒适版,2016年,5.5万公里,大连,8.50万,15.19万,大众
中华V3 2015款 1.5L 自动智能型,2016年,3.4万公里,大连,5.00万,9.63万,中华
大众 途观 2015款 1.4TSI 手动两驱蓝驱版,2016年,6.8万公里,大连,8.77万,21.69万,大众
吉利 博越 2016款 2.0L 手动智尚型,2017年,5.0万公里,大连,6.10万,11.81万,吉利
日产 骐达 2016款 1.6L CVT智行版,2017年,2.6万公里,大连,8.80万,13.34万,日产
